asx_code,company_name,gics_industry_group,ticker_yf,security_type,is_etf
KOB,KOBA RESOURCES LIMITED,Materials,KOB.AX,Equity,False
KGN,KOGAN.COM LTD,Consumer Discretionary Distribution & Retail,KGN.AX,Equity,False
KNB,KOONENBERRY GOLD LIMITED,Materials,KNB.AX,Equity,False
KOR,KORAB RESOURCES LIMITED,Materials,KOR.AX,Equity,False
KP2,KORE POTASH PLC,Materials,KP2.AX,Equity,False
KOV,KORVEST LTD,Capital Goods,KOV.AX,Equity,False
KTA,KRAKATOA RESOURCES LIMITED,Materials,KTA.AX,Equity,False
KGD,KULA GOLD LIMITED,Materials,KGD.AX,Equity,False
KNI,KUNIKO LIMITED,Materials,KNI.AX,Equity,False
L1G,L1 GROUP LIMITED,Financial Services,L1G.AX,Equity,False
LSF,L1 LONG SHORT FUND LIMITED,Not Applic,LSF.AX,Fund,False
LT8,LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2022-1,Not Applic,LT8.AX,Trust,False
LT9,LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2022-2,Not Applic,LT9.AX,Trust,False
LR1,LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2023-1,Not Applic,LR1.AX,Trust,False
LR4,LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2023-2,Not Applic,LR4.AX,Trust,False
LR3,LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2024-1,Not Applic,LR3.AX,Trust,False
LR5,LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2024-2,Not Applic,LR5.AX,Trust,False
LR6,LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2024-3,Not Applic,LR6.AX,Trust,False
LF1,LA TROBE PRIVATE CREDIT FUND,Not Applic,LF1.AX,Fund,False
LSA,LACHLAN STAR LIMITED,Materials,LSA.AX,Equity,False
LKE,LAKE RESOURCES N.L.,Materials,LKE.AX,Equity,False
LKO,LAKES BLUE ENERGY NL,Energy,LKO.AX,Equity,False
LAM,LARAMIDE RESOURCES LTD,Energy,LAM.AX,Equity,False
LRK,LARK DISTILLING CO. LTD,"Food, Beverage & Tobacco",LRK.AX,Equity,False
LRV,LARVOTTO RESOURCES LIMITED,Materials,LRV.AX,Equity,False
LBL,LASERBOND LIMITED,Capital Goods,LBL.AX,Equity,False
LAT,LATITUDE 66 LIMITED,Materials,LAT.AX,Equity,False
LCN,LATITUDE AUSTRALIA CREDIT CARD LOAN NOTE TRUST,Not Applic,LCN.AX,Trust,False
LFS,LATITUDE GROUP HOLDINGS LIMITED,Financial Services,LFS.AX,Equity,False
LMG,LATROBE MAGNESIUM LIMITED,Materials,LMG.AX,Equity,False
LCL,LCL RESOURCES LIMITED,Materials,LCL.AX,Equity,False
LM1,LEEUWIN METALS LTD,Materials,LM1.AX,Equity,False
LEX,LEFROY EXPLORATION LIMITED,Materials,LEX.AX,Equity,False
LCY,LEGACY IRON ORE LIMITED,Materials,LCY.AX,Equity,False
LGM,LEGACY MINERALS HOLDINGS LIMITED,Materials,LGM.AX,Equity,False
LEG,LEGEND MINING LIMITED,Materials,LEG.AX,Equity,False
LLC,LENDLEASE GROUP,Real Estate Management & Development,LLC.AX,Equity,False
LGI,LGI LIMITED,Utilities,LGI.AX,Equity,False
LIS,LI-S ENERGY LIMITED,Capital Goods,LIS.AX,Equity,False
LFG,LIBERTY FINANCIAL GROUP,Financial Services,LFG.AX,Equity,False
LIB,LIBERTY METALS LTD,Materials,LIB.AX,Equity,False
LP1,LIBERTY PRIME SERIES 2021-1,Not Applic,LP1.AX,Equity,False
LI9,LIBERTY SERIES 2020-3,Not Applic,LI9.AX,Equity,False
360,LIFE360 INC.,Software & Services,360.AX,Equity,False
LIC,LIFESTYLE COMMUNITIES LIMITED,Real Estate Management & Development,LIC.AX,Equity,False
LNW,LIGHT & WONDER INC.,Consumer Services,LNW.AX,Equity,False
L1M,LIGHTNING MINERALS LTD,Materials,L1M.AX,Equity,False
LML,LINCOLN MINERALS LIMITED,Materials,LML.AX,Equity,False
LIN,LINDIAN RESOURCES LIMITED,Materials,LIN.AX,Equity,False
LAU,LINDSAY AUSTRALIA LIMITED,Transportation,LAU.AX,Equity,False
LNU,LINIUS TECHNOLOGIES LIMITED,Software & Services,LNU.AX,Equity,False
LNQ,LINQ MINERALS LIMITED,Materials,LNQ.AX,Equity,False
LIO,LION ENERGY LIMITED,Energy,LIO.AX,Equity,False
LRM,LION ROCK MINERALS LTD,Materials,LRM.AX,Equity,False
LSX,LION SELECTION GROUP LIMITED.,Not Applic,LSX.AX,Equity,False
LI8,LION SERIES 2020-1 TRUST,Not Applic,LI8.AX,Trust,False
LN1,LION SERIES 2022-1 TRUST,Not Applic,LN1.AX,Trust,False
LN2,LION SERIES 2023-1 TRUST,Not Applic,LN2.AX,Trust,False
LN3,LION SERIES 2024-1 TRUST,Not Applic,LN3.AX,Trust,False
LTR,LIONTOWN RESOURCES LIMITED,Materials,LTR.AX,Equity,False
LMS,LITCHFIELD MINERALS LIMITED,Materials,LMS.AX,Equity,False
LEL,LITHIUM ENERGY LIMITED,Materials,LEL.AX,Equity,False
LPM,LITHIUM PLUS MINERALS LTD.,Materials,LPM.AX,Equity,False
LU7,LITHIUM UNIVERSE LIMITED,Materials,LU7.AX,Equity,False
LGP,LITTLE GREEN PHARMA LTD,"Pharmaceuticals, Biotechnology & Life Sciences",LGP.AX,Equity,False
LIT,LIVIUM LTD,Materials,LIT.AX,Equity,False
LO1,LLOYDS BANKING GROUP PLC,Not Applic,LO1.AX,Equity,False
LPE,LOCALITY PLANNING ENERGY HOLDINGS LIMITED,Utilities,LPE.AX,Equity,False
LOC,LOCATE TECHNOLOGIES LIMITED,Software & Services,LOC.AX,Equity,False
LKY,LOCKSLEY RESOURCES LIMITED,Materials,LKY.AX,Equity,False
LDR,LODE RESOURCES LTD,Materials,LDR.AX,Equity,False
LSR,LODESTAR MINERALS LIMITED,Materials,LSR.AX,Equity,False
LCE,LONDON CITY EQUITIES LIMITED,Financial Services,LCE.AX,Equity,False
LRD,LORD RESOURCES LIMITED,Materials,LRD.AX,Equity,False
LOT,LOTUS RESOURCES LIMITED,Materials,LOT.AX,Equity,False
LVE,LOVE GROUP GLOBAL LTD,Software & Services,LVE.AX,Equity,False
LOV,LOVISA HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,LOV.AX,Equity,False
LRT,LOWELL RESOURCES FUND,Not Applic,LRT.AX,Fund,False
LLM,LOYAL METALS LTD,Materials,LLM.AX,Equity,False
LTP,LTR PHARMA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",LTP.AX,Equity,False
LDX,LUMOS DIAGNOSTICS HOLDINGS LIMITED,Health Care Equipment & Services,LDX.AX,Equity,False
LM8,LUNNON METALS LIMITED,Materials,LM8.AX,Equity,False
LYL,LYCOPODIUM LIMITED,Capital Goods,LYL.AX,Equity,False
LYC,LYNAS RARE EARTHS LIMITED,Materials,LYC.AX,Equity,False
LGL,LYNCH GROUP HOLDINGS LIMITED,"Food, Beverage & Tobacco",LGL.AX,Equity,False
M3M,M3 MINING LIMITED,Materials,M3M.AX,Equity,False
MA1,MA CREDIT INCOME TRUST,Not Applic,MA1.AX,Trust,False
MAF,MA FINANCIAL GROUP LIMITED,Financial Services,MAF.AX,Equity,False
MGH,MAAS GROUP HOLDINGS LIMITED,Capital Goods,MGH.AX,Equity,False
MAC,MAC COPPER LIMITED,Materials,MAC.AX,Equity,False
MIO,MACARTHUR MINERALS LIMITED,Materials,MIO.AX,Equity,False
M7T,MACH7 TECHNOLOGIES LIMITED,Health Care Equipment & Services,M7T.AX,Equity,False
MAH,MACMAHON HOLDINGS LIMITED,Materials,MAH.AX,Equity,False
MBL,MACQUARIE BANK LIMITED,Not Applic,MBL.AX,Equity,False
MQG,MACQUARIE GROUP LIMITED,Financial Services,MQG.AX,Equity,False
MAQ,MACQUARIE TECHNOLOGY GROUP LIMITED,Software & Services,MAQ.AX,Equity,False
M4M,MACRO METALS LIMITED,Materials,M4M.AX,Equity,False
MPA,MAD PAWS HOLDINGS LIMITED,Consumer Services,MPA.AX,Equity,False
MAD,MADER GROUP LIMITED,Commercial & Professional Services,MAD.AX,Equity,False
MFG,MAGELLAN FINANCIAL GROUP LIMITED,Financial Services,MFG.AX,Equity,False
MBH,MAGGIE BEER HOLDINGS LTD,"Food, Beverage & Tobacco",MBH.AX,Equity,False
MAG,MAGMATIC RESOURCES LIMITED,Materials,MAG.AX,Equity,False
MAU,MAGNETIC RESOURCES NL,Materials,MAU.AX,Equity,False
MGT,MAGNETITE MINES LIMITED.,Materials,MGT.AX,Equity,False
MGU,MAGNUM MINING AND EXPLORATION LIMITED,Materials,MGU.AX,Equity,False
MGL,MAGONTEC LIMITED,Materials,MGL.AX,Equity,False
M24,MAMBA EXPLORATION LIMITED,Materials,M24.AX,Equity,False
M79,MAMMOTH MINERALS LIMITED,Materials,M79.AX,Equity,False
MAN,MANDRAKE RESOURCES LIMITED,Materials,MAN.AX,Equity,False
MHC,MANHATTAN CORPORATION LIMITED,Energy,MHC.AX,Equity,False
MTL,MANTLE MINERALS LIMITED,Materials,MTL.AX,Equity,False
MKR,MANUKA RESOURCES LTD.,Materials,MKR.AX,Equity,False
MPK,MANY PEAKS MINERALS LTD,Materials,MPK.AX,Equity,False
MC2,MARIMACA COPPER CORP.,Materials,MC2.AX,Equity,False
MEU,MARMOTA LIMITED,Energy,MEU.AX,Equity,False
MMA,MARONAN METALS LIMITED,Materials,MMA.AX,Equity,False
MQR,MARQUEE RESOURCES LIMITED,Materials,MQR.AX,Equity,False
MVL,MARVEL GOLD LIMITED,Materials,MVL.AX,Equity,False
MYE,MASTERMYNE GROUP LIMITED,Materials,MYE.AX,Equity,False
MCE,MATRIX COMPOSITES & ENGINEERING LIMITED,Energy,MCE.AX,Equity,False
MAT,MATSA RESOURCES LIMITED,Materials,MAT.AX,Equity,False
MXI,MAXIPARTS LIMITED,Capital Goods,MXI.AX,Equity,False
MFD,MAYFIELD CHILDCARE LIMITED,Consumer Services,MFD.AX,Equity,False
MYG,MAYFIELD GROUP HOLDINGS LIMITED,Capital Goods,MYG.AX,Equity,False
MYX,MAYNE PHARMA GROUP LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",MYX.AX,Equity,False
MCM,MC MINING LIMITED,Energy,MCM.AX,Equity,False
MML,MCLAREN MINERALS LIMITED,Materials,MML.AX,Equity,False
MMS,MCMILLAN SHAKESPEARE LIMITED,Commercial & Professional Services,MMS.AX,Equity,False
MCP,MCPHERSON'S LIMITED,Household & Personal Products,MCP.AX,Equity,False
MSG,MCS SERVICES LIMITED,Commercial & Professional Services,MSG.AX,Equity,False
MMR,MEC RESOURCES LIMITED,Energy,MMR.AX,Equity,False
MDR,MEDADVISOR LIMITED,Health Care Equipment & Services,MDR.AX,Equity,False
MM8,MEDALLION METALS LIMITED.,Materials,MM8.AX,Equity,False
MZF,MEDALLION TRUST SERIES 2016-1,Not Applic,MZF.AX,Trust,False
MZT,MEDALLION TRUST SERIES 2016-2,Not Applic,MZT.AX,Trust,False
MZ1,MEDALLION TRUST SERIES 2017-1,Not Applic,MZ1.AX,Trust,False
MZ2,MEDALLION TRUST SERIES 2017-2,Not Applic,MZ2.AX,Trust,False
MPL,MEDIBANK PRIVATE LIMITED,Insurance,MPL.AX,Equity,False
MVP,MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",MVP.AX,Equity,False
MEK,MEEKA METALS LIMITED,Materials,MEK.AX,Equity,False
MEG,MEGADO MINERALS LTD,Materials,MEG.AX,Equity,False
MP1,MEGAPORT LIMITED,Software & Services,MP1.AX,Equity,False
MAY,MELBANA ENERGY LIMITED,Energy,MAY.AX,Equity,False
MEM,MEMPHASYS LIMITED.,"Pharmaceuticals, Biotechnology & Life Sciences",MEM.AX,Equity,False
MCY,MERCURY NZ LIMITED,Utilities,MCY.AX,Equity,False
MEZ,MERIDIAN ENERGY LIMITED,Utilities,MEZ.AX,Equity,False
MNC,MERINO & CO. LIMITED,Consumer Durables & Apparel,MNC.AX,Equity,False
MSB,MESOBLAST LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",MSB.AX,Equity,False
MBK,METAL BANK LIMITED,Materials,MBK.AX,Equity,False
MHK,METAL HAWK LIMITED.,Materials,MHK.AX,Equity,False
MPW,METAL POWDER WORKS LIMITED,Capital Goods,MPW.AX,Equity,False
MTM,METALLIUM LIMITED,Materials,MTM.AX,Equity,False
MLS,METALS AUSTRALIA LTD,Materials,MLS.AX,Equity,False
MLX,METALS X LIMITED,Materials,MLX.AX,Equity,False
MGA,METALSGROVE MINING LTD,Materials,MGA.AX,Equity,False
MTC,METALSTECH LIMITED,Materials,MTC.AX,Equity,False
MTS,METCASH LIMITED,Consumer Staples Distribution & Retail,MTS.AX,Equity,False
MEI,METEORIC RESOURCES NL,Materials,MEI.AX,Equity,False
MEL,METGASCO LTD,Energy,MEL.AX,Equity,False
MOT,METRICS INCOME OPPORTUNITIES TRUST,Not Applic,MOT.AX,Trust,False
MXT,METRICS MASTER INCOME TRUST,Not Applic,MXT.AX,Trust,False
MRE,METRICS REAL ESTATE MULTI-STRATEGY FUND,Not Applic,MRE.AX,Fund,False
MF3,METRO FINANCE 2023-1 TRUST,Not Applic,MF3.AX,Trust,False
MF5,METRO FINANCE 2023-2 TRUST,Not Applic,MF5.AX,Trust,False
MF4,METRO FINANCE 2024-1 TRUST,Not Applic,MF4.AX,Trust,False
MF6,METRO FINANCE 2025-1 TRUST,Not Applic,MF6.AX,Trust,False
MMI,METRO MINING LIMITED,Materials,MMI.AX,Equity,False
MPP,METRO PERFORMANCE GLASS LIMITED,Capital Goods,MPP.AX,Equity,False
MFF,MFF CAPITAL INVESTMENTS LIMITED,Not Applic,MFF.AX,Equity,False
MHJ,MICHAEL HILL INTERNATIONAL LIMITED,Consumer Discretionary Distribution & Retail,MHJ.AX,Equity,False
MX1,MICRO-X LIMITED,Health Care Equipment & Services,MX1.AX,Equity,False
MAP,MICROBA LIFE SCIENCES LIMITED,Health Care Equipment & Services,MAP.AX,Equity,False
MAM,MICROEQUITIES ASSET MANAGEMENT GROUP LIMITED,Financial Services,MAM.AX,Equity,False
MM1,MIDAS MINERALS LTD,Materials,MM1.AX,Equity,False
MDI,MIDDLE ISLAND RESOURCES LIMITED,Materials,MDI.AX,Equity,False
MNB,MINBOS RESOURCES LIMITED,Materials,MNB.AX,Equity,False
MDX,MINDAX LIMITED,Materials,MDX.AX,Equity,False
MRC,MINERAL COMMODITIES LTD,Materials,MRC.AX,Equity,False
MIN,MINERAL RESOURCES LIMITED,Materials,MIN.AX,Equity,False
MI6,MINERALS 260 LIMITED,Materials,MI6.AX,Equity,False
MRR,MINREX RESOURCES LIMITED,Materials,MRR.AX,Equity,False
M2R,MIRAMAR RESOURCES LIMITED,Materials,M2R.AX,Equity,False
MIR,MIRRABOOKA INVESTMENTS LIMITED,Not Applic,MIR.AX,Equity,False
MGR,MIRVAC GROUP,Equity Real Estate Investment Trusts (REITs),MGR.AX,Equity,False
MSV,MITCHELL SERVICES LIMITED,Materials,MSV.AX,Equity,False
MTH,MITHRIL SILVER AND GOLD LIMITED,Materials,MTH.AX,Equity,False
MLG,MLG OZ LIMITED,Materials,MLG.AX,Equity,False
MM2,MME AUTOPAY ABS 2024-1 TRUST,Not Applic,MM2.AX,Trust,False
MOM,MOAB MINERALS LIMITED,Materials,MOM.AX,Equity,False
MOH,MOHO RESOURCES LIMITED,Materials,MOH.AX,Equity,False
MND,MONADELPHOUS GROUP LIMITED,Capital Goods,MND.AX,Equity,False
MVF,MONASH IVF GROUP LIMITED,Health Care Equipment & Services,MVF.AX,Equity,False
MME,MONEYME LIMITED,Financial Services,MME.AX,Equity,False
MRZ,MONT ROYAL RESOURCES LIMITED,Materials,MRZ.AX,Equity,False
1MC,MORELLA CORPORATION LIMITED,Materials,1MC.AX,Equity,False
MEC,MORPHIC ETHICAL EQUITIES FUND LIMITED,Financial Services,MEC.AX,Fund,False
MXO,MOTIO LTD,Media & Entertainment,MXO.AX,Equity,False
MTO,MOTORCYCLE HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,MTO.AX,Equity,False
MTB,MOUNT BURGESS MINING NL,Materials,MTB.AX,Equity,False
MGX,MOUNT GIBSON IRON LIMITED,Materials,MGX.AX,Equity,False
MHM,MOUNT HOPE MINING LIMITED,Materials,MHM.AX,Equity,False
MRD,MOUNT RIDLEY MINES LIMITED,Materials,MRD.AX,Equity,False
MOV,MOVE LOGISTICS GROUP LIMITED,Transportation,MOV.AX,Equity,False
MPR,MPR AUSTRALIA LIMITED,Financial Services,MPR.AX,Equity,False
MRQ,MRG METALS LIMITED,Materials,MRQ.AX,Equity,False
M2M,MT MALCOLM MINES NL,Materials,M2M.AX,Equity,False
MSI,MULTISTACK INTERNATIONAL LIMITED,Capital Goods,MSI.AX,Equity,False
MCA,MURRAY COD AUSTRALIA LIMITED,"Food, Beverage & Tobacco",MCA.AX,Equity,False
MPX,MUSTERA PROPERTY GROUP LIMITED,Real Estate Management & Development,MPX.AX,Equity,False
MRI,MY REWARDS INTERNATIONAL LIMITED,Commercial & Professional Services,MRI.AX,Equity,False
MCO,MYECO GROUP LTD,Materials,MCO.AX,Equity,False
MYR,MYER HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,MYR.AX,Equity,False
MYS,MYSTATE LIMITED,Banks,MYS.AX,Equity,False
N1H,N1 HOLDINGS LIMITED,Financial Services,N1H.AX,Equity,False
NAG,NAGAMBIE RESOURCES LIMITED,Materials,NAG.AX,Equity,False
NC6,NANOLLOSE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",NC6.AX,Equity,False
NAN,NANOSONICS LIMITED,Health Care Equipment & Services,NAN.AX,Equity,False
NVU,NANOVEU LIMITED,Technology Hardware & Equipment,NVU.AX,Equity,False
NCC,NAOS EMERGING OPPORTUNITIES COMPANY LIMITED,Not Applic,NCC.AX,Equity,False
NAC,NAOS EX-50 OPPORTUNITIES COMPANY LIMITED,Not Applic,NAC.AX,Equity,False
NSC,NAOS SMALL CAP OPPORTUNITIES COMPANY LIMITED,Not Applic,NSC.AX,Equity,False
NYM,NARRYER METALS LIMITED,Materials,NYM.AX,Equity,False
NAB,NATIONAL AUSTRALIA BANK LIMITED,Banks,NAB.AX,Equity,False
NRO,NATIONAL RMBS TRUST 2018-1 IN RESPECT OF SERIES 2018-1,Not Applic,NRO.AX,Trust,False
NRP,NATIONAL RMBS TRUST 2022-1 IN RESPECT OF SERIES 2022-1,Not Applic,NRP.AX,Trust,False
RM1,NATIONAL RMBS TRUST 2024-1,Not Applic,RM1.AX,Trust,False
NSR,NATIONAL STORAGE REIT,Equity Real Estate Investment Trusts (REITs),NSR.AX,Equity,False
NBS,NATIONWIDE BUILDING SOCIETY.,Not Applic,NBS.AX,Equity,False
NMR,NATIVE MINERAL RESOURCES HOLDINGS LIMITED,Materials,NMR.AX,Equity,False
NGI,NAVIGATOR GLOBAL INVESTMENTS LIMITED,Financial Services,NGI.AX,Equity,False
NES,NELSON RESOURCES LIMITED.,Materials,NES.AX,Equity,False
NMT,NEOMETALS LTD,Materials,NMT.AX,Equity,False
NET,NETLINKZ LIMITED,Software & Services,NET.AX,Equity,False
NWL,NETWEALTH GROUP LIMITED,Financial Services,NWL.AX,Equity,False
NEU,NEUREN PHARMACEUTICALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",NEU.AX,Equity,False
NRZ,NEURIZER LTD,Materials,NRZ.AX,Equity,False
NUZ,NEURIZON THERAPEUTICS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",NUZ.AX,Equity,False
NSB,NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",NSB.AX,Equity,False
NTI,NEUROTECH INTERNATIONAL LIMITED,Health Care Equipment & Services,NTI.AX,Equity,False
NAE,NEW AGE EXPLORATION LIMITED,Energy,NAE.AX,Equity,False
NFM,NEW FRONTIER MINERALS LIMITED,Materials,NFM.AX,Equity,False
NHC,NEW HOPE CORPORATION LIMITED,Energy,NHC.AX,Equity,False
NMG,NEW MURCHISON GOLD LIMITED,Materials,NMG.AX,Equity,False
XNC,NEW SOUTH WALES TREASURY CORPORATION,Not Applic,XNC.AX,Equity,False
NZS,NEW ZEALAND COASTAL SEAFOODS LIMITED,"Food, Beverage & Tobacco",NZS.AX,Equity,False
NZK,NEW ZEALAND KING SALMON INVESTMENTS LIMITED,"Food, Beverage & Tobacco",NZK.AX,Equity,False
NWF,NEWFIELD RESOURCES LIMITED,Materials,NWF.AX,Equity,False
NEM,NEWMONT CORPORATION,Materials,NEM.AX,Equity,False
NPM,NEWPEAK METALS LIMITED,Materials,NPM.AX,Equity,False
NWS,NEWS CORPORATION..,Media & Entertainment,NWS.AX,Equity,False
NME,NEX METALS EXPLORATION LIMITED,Materials,NME.AX,Equity,False
NXG,NEXGEN ENERGY (CANADA) LTD,Energy,NXG.AX,Equity,False
NNG,NEXION GROUP LTD,Software & Services,NNG.AX,Equity,False
NXN,NEXSEN LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",NXN.AX,Equity,False
NXS,NEXT SCIENCE LIMITED,Health Care Equipment & Services,NXS.AX,Equity,False
NXT,NEXTDC LIMITED,Software & Services,NXT.AX,Equity,False
NXD,NEXTED GROUP LIMITED,Consumer Services,NXD.AX,Equity,False
NXM,NEXUS MINERALS LIMITED,Materials,NXM.AX,Equity,False
NGE,NGE CAPITAL LIMITED,Not Applic,NGE.AX,Equity,False
NGX,NGX LIMITED,Materials,NGX.AX,Equity,False
NH3,NH3 CLEAN ENERGY LIMITED,Materials,NH3.AX,Equity,False
NHF,NIB HOLDINGS LIMITED,Insurance,NHF.AX,Equity,False
NCK,NICK SCALI LIMITED,Consumer Discretionary Distribution & Retail,NCK.AX,Equity,False
NIC,NICKEL INDUSTRIES LIMITED,Materials,NIC.AX,Equity,False
NC1,NICO RESOURCES LIMITED,Materials,NC1.AX,Equity,False
NDO,NIDO EDUCATION LIMITED,Consumer Services,NDO.AX,Equity,False
NIM,NIMY RESOURCES LIMITED,Materials,NIM.AX,Equity,False
NEC,NINE ENTERTAINMENT CO. HOLDINGS LIMITED,Media & Entertainment,NEC.AX,Equity,False
NHE,NOBLE HELIUM LIMITED,Energy,NHE.AX,Equity,False
NOL,NOBLEOAK LIFE LIMITED,Insurance,NOL.AX,Equity,False
NNL,NORDIC RESOURCES LTD,Materials,NNL.AX,Equity,False
NFL,NORFOLK METALS LIMITED,Materials,NFL.AX,Equity,False
NRX,NORONEX LIMITED,Materials,NRX.AX,Equity,False
NSM,NORTH STAWELL MINERALS LTD,Materials,NSM.AX,Equity,False
NTU,NORTHERN MINERALS LIMITED,Materials,NTU.AX,Equity,False
NST,NORTHERN STAR RESOURCES LTD,Materials,NST.AX,Equity,False
NWM,NORWEST MINERALS LIMITED,Materials,NWM.AX,Equity,False
NOR,NORWOOD SYSTEMS LIMITED,Software & Services,NOR.AX,Equity,False
NOU,NOUMI LIMITED,"Food, Beverage & Tobacco",NOU.AX,Equity,False
EYE,NOVA EYE MEDICAL LIMITED,Health Care Equipment & Services,EYE.AX,Equity,False
NVA,NOVA MINERALS LIMITED,Materials,NVA.AX,Equity,False
NOV,NOVATTI GROUP LIMITED,Software & Services,NOV.AX,Equity,False
NVQ,NOVIQTECH LIMITED,Software & Services,NVQ.AX,Equity,False
NVO,NOVO RESOURCES CORP.,Materials,NVO.AX,Equity,False
NVX,NOVONIX LIMITED,Technology Hardware & Equipment,NVX.AX,Equity,False
NW1,NOW TRUST 2024-1,Not Applic,NW1.AX,Trust,False
NOX,NOXOPHARM LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",NOX.AX,Equity,False
NWH,NRW HOLDINGS LIMITED,Capital Goods,NWH.AX,Equity,False
NSX,NSX LIMITED,Financial Services,NSX.AX,Equity,False
NTM,NT MINERALS LIMITED,Materials,NTM.AX,Equity,False
NTD,NTAW HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,NTD.AX,Equity,False
NUC,NUCHEV LIMITED,"Food, Beverage & Tobacco",NUC.AX,Equity,False
NGY,NUENERGY GAS LIMITED,Energy,NGY.AX,Equity,False
NFN,NUFARM FINANCE (NZ) LIMITED,Not Applic,NFN.AX,Equity,False
NUF,NUFARM LIMITED,Materials,NUF.AX,Equity,False
NXL,NUIX LIMITED,Software & Services,NXL.AX,Equity,False
NGS,NUTRITIONAL GROWTH SOLUTIONS LTD,Household & Personal Products,NGS.AX,Equity,False
NYR,NYRADA INC.,"Pharmaceuticals, Biotechnology & Life Sciences",NYR.AX,Equity,False
NZM,NZME LIMITED,Media & Entertainment,NZM.AX,Equity,False
OKJ,OAKAJEE CORPORATION LIMITED,Materials,OKJ.AX,Equity,False
OAK,OAKRIDGE INTERNATIONAL LIMITED,Software & Services,OAK.AX,Equity,False
OCL,OBJECTIVE CORPORATION LIMITED,Software & Services,OCL.AX,Equity,False
OCN,OCEANA LITHIUM LIMITED,Materials,OCN.AX,Equity,False
OCA,OCEANIA HEALTHCARE LIMITED,Health Care Equipment & Services,OCA.AX,Equity,False
OCT,OCTAVA MINERALS LIMITED,Materials,OCT.AX,Equity,False
OD6,OD6 METALS LIMITED,Materials,OD6.AX,Equity,False
ODE,ODESSA MINERALS LIMITED,Materials,ODE.AX,Equity,False
ODY,ODYSSEY GOLD LTD,Materials,ODY.AX,Equity,False
OFX,OFX GROUP LIMITED,Financial Services,OFX.AX,Equity,False
OLH,OLDFIELDS HOLDINGS LIMITED,Capital Goods,OLH.AX,Equity,False
OLI,OLIVER'S REAL FOOD LIMITED,Consumer Services,OLI.AX,Equity,False
OLY,OLYMPIO METALS LIMITED,Commercial & Professional Services,OLY.AX,Equity,False
OYS,OLYMPUS 2024-2 TRUST,Not Applic,OYS.AX,Trust,False
OY1,OLYMPUS 2025-1 TRUST,Not Applic,OY1.AX,Trust,False
OMH,OM HOLDINGS LIMITED,Materials,OMH.AX,Equity,False
OMA,OMEGA OIL & GAS LIMITED,Energy,OMA.AX,Equity,False
OMG,OMG GROUP LIMITED,"Food, Beverage & Tobacco",OMG.AX,Equity,False
OBL,OMNI BRIDGEWAY LIMITED,Financial Services,OBL.AX,Equity,False
OM1,OMNIA METALS GROUP LTD,Materials,OM1.AX,Equity,False
OSL,ONCOSIL MEDICAL LTD,"Pharmaceuticals, Biotechnology & Life Sciences",OSL.AX,Equity,False
1CG,ONE CLICK GROUP LIMITED,Capital Goods,1CG.AX,Equity,False
ONE,ONEVIEW HEALTHCARE PLC,Health Care Equipment & Services,ONE.AX,Equity,False
OML,OOH!MEDIA LIMITED,Media & Entertainment,OML.AX,Equity,False
OLL,OPENLEARNING LIMITED,Software & Services,OLL.AX,Equity,False
OPN,OPENN NEGOTIATION LIMITED,Commercial & Professional Services,OPN.AX,Equity,False
OPH,OPHIR HIGH CONVICTION FUND,Not Applic,OPH.AX,Fund,False
OPT,OPTHEA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",OPT.AX,Equity,False
OIL,OPTISCAN IMAGING LIMITED,Health Care Equipment & Services,OIL.AX,Equity,False
OBM,ORA BANDA MINING LTD,Materials,OBM.AX,Equity,False
OMX,ORANGE MINERALS NL,Materials,OMX.AX,Equity,False
OEC,ORBITAL CORPORATION LIMITED,Capital Goods,OEC.AX,Equity,False
OB1,ORBMINCO LIMITED,Materials,OB1.AX,Equity,False
ODA,ORCODA LIMITED,Software & Services,ODA.AX,Equity,False
OR2,ORDE SERIES 2025-1 TRUST,Not Applic,OR2.AX,Trust,False
ORD,ORDELL MINERALS LIMITED,Materials,ORD.AX,Equity,False
