asx_code,company_name,gics_industry_group,ticker_yf,security_type,is_etf
EMN,EURO MANGANESE INC,Materials,EMN.AX,Equity,False
EUR,EUROPEAN LITHIUM LIMITED,Materials,EUR.AX,Equity,False
EMH,EUROPEAN METALS HOLDINGS LIMITED,Materials,EMH.AX,Equity,False
EZL,EUROZ HARTLEYS GROUP LIMITED,Financial Services,EZL.AX,Equity,False
EVR,EV RESOURCES LTD,Materials,EVR.AX,Equity,False
EVE,EVE HEALTH GROUP LIMITED.,Financial Services,EVE.AX,Equity,False
EMC,EVEREST METALS CORPORATION LTD,Materials,EMC.AX,Equity,False
EG1,EVERGREEN LITHIUM LIMITED,Materials,EG1.AX,Equity,False
EV8,EVERLAST MINERALS LTD.,Materials,EV8.AX,Equity,False
EVG,EVION GROUP NL,Materials,EVG.AX,Equity,False
EV1,EVOLUTION ENERGY MINERALS LIMITED,Materials,EV1.AX,Equity,False
EVN,EVOLUTION MINING LIMITED,Materials,EVN.AX,Equity,False
EVT,EVT LIMITED,Media & Entertainment,EVT.AX,Equity,False
EVZ,EVZ LIMITED,Capital Goods,EVZ.AX,Equity,False
ECL,EXCELSIOR CAPITAL LTD,Capital Goods,ECL.AX,Equity,False
EXT,EXCITE TECHNOLOGY SERVICES LTD,Software & Services,EXT.AX,Equity,False
EXP,EXPERIENCE CO LIMITED,Consumer Services,EXP.AX,Equity,False
EZZ,EZZ LIFE SCIENCE HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,EZZ.AX,Equity,False
FAL,FALCON METALS LTD,Materials,FAL.AX,Equity,False
FEG,FAR EAST GOLD LTD,Materials,FEG.AX,Equity,False
FAR,FAR LIMITED,Energy,FAR.AX,Equity,False
FNR,FAR NORTHERN RESOURCES LIMITED,Materials,FNR.AX,Equity,False
FRM,FARM PRIDE FOODS LIMITED,"Food, Beverage & Tobacco",FRM.AX,Equity,False
FPC,FAT PROPHETS GLOBAL CONTRARIAN FUND LTD,Not Applic,FPC.AX,Fund,False
FFG,FATFISH GROUP LIMITED,Financial Services,FFG.AX,Equity,False
FBR,FBR LTD,Capital Goods,FBR.AX,Equity,False
FXG,FELIX GOLD LIMITED,Materials,FXG.AX,Equity,False
FLX,FELIX GROUP HOLDINGS LTD,Software & Services,FLX.AX,Equity,False
FEX,FENIX RESOURCES LTD,Materials,FEX.AX,Equity,False
FFI,FFI HOLDINGS LIMITED,"Food, Beverage & Tobacco",FFI.AX,Equity,False
FID,FIDUCIAN GROUP LIMITED,Financial Services,FID.AX,Equity,False
FIN,FIN RESOURCES LIMITED,Materials,FIN.AX,Equity,False
FRI,FINBAR GROUP LIMITED,Real Estate Management & Development,FRI.AX,Equity,False
FDR,FINDER ENERGY HOLDINGS LIMITED,Energy,FDR.AX,Equity,False
FND,FINDI LIMITED,Software & Services,FND.AX,Equity,False
FCL,FINEOS CORPORATION HOLDINGS PLC,Software & Services,FCL.AX,Equity,False
FNX,FINEXIA FINANCIAL GROUP LIMITED,Financial Services,FNX.AX,Equity,False
FRB,FIREBIRD METALS LIMITED,Materials,FRB.AX,Equity,False
FRE,FIREBRICK PHARMA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",FRE.AX,Equity,False
FFM,FIREFLY METALS LTD,Materials,FFM.AX,Equity,False
FAU,FIRST AU LIMITED,Materials,FAU.AX,Equity,False
FGR,FIRST GRAPHENE LIMITED,Materials,FGR.AX,Equity,False
FL1,FIRST LITHIUM LIMITED,Materials,FL1.AX,Equity,False
FM3,FIRSTMAC MORTGAGE FUNDING TRUST NO. 4 SERIES 1-2020,Not Applic,FM3.AX,Trust,False
FM2,FIRSTMAC MORTGAGE FUNDING TRUST NO.4 SERIES 2-2019,Not Applic,FM2.AX,Trust,False
FM5,FIRSTMAC MORTGAGE FUNDING TRUST NO.4 SERIES 2-2020,Not Applic,FM5.AX,Trust,False
FM4,FIRSTMAC MORTGAGE FUNDING TRUST NO.4 SERIES 3PP-2019,Not Applic,FM4.AX,Trust,False
FM1,FIRSTMAC MORTGAGE FUNDING TRUST NO.4 SERIES 4-2019,Not Applic,FM1.AX,Trust,False
FCT,FIRSTWAVE CLOUD TECHNOLOGY LIMITED,Software & Services,FCT.AX,Equity,False
FPH,FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,Health Care Equipment & Services,FPH.AX,Equity,False
FZR,FITZROY RIVER CORPORATION LTD,Energy,FZR.AX,Equity,False
FSI,FLAGSHIP INVESTMENTS LIMITED,Not Applic,FSI.AX,Equity,False
FLG,FLAGSHIP MINERALS LIMITED,Materials,FLG.AX,Equity,False
FPR,FLEETPARTNERS GROUP LIMITED,Financial Services,FPR.AX,Equity,False
FWD,FLEETWOOD LIMITED,Consumer Durables & Apparel,FWD.AX,Equity,False
FBU,FLETCHER BUILDING LIMITED,Capital Goods,FBU.AX,Equity,False
FRX,FLEXIROAM LIMITED,Telecommunication Services,FRX.AX,Equity,False
FLT,FLIGHT CENTRE TRAVEL GROUP LIMITED,Consumer Services,FLT.AX,Equity,False
FLC,FLUENCE CORPORATION LIMITED,Utilities,FLC.AX,Equity,False
FG1,FLYNN GOLD LIMITED,Materials,FG1.AX,Equity,False
FMR,FMR RESOURCES LIMITED,Media & Entertainment,FMR.AX,Equity,False
FML,FOCUS MINERALS LTD,Materials,FML.AX,Equity,False
FGH,FORESTA GROUP HOLDINGS LIMITED,Materials,FGH.AX,Equity,False
FRS,FORRESTANIA RESOURCES LIMITED,Materials,FRS.AX,Equity,False
FMG,FORTESCUE LTD,Materials,FMG.AX,Equity,False
FTI,FORTIFAI LTD,Media & Entertainment,FTI.AX,Equity,False
FUN,FORTUNA METALS LTD,Materials,FUN.AX,Equity,False
FOS,FOS CAPITAL LTD,Capital Goods,FOS.AX,Equity,False
FCG,FREEDOM CARE GROUP HOLDINGS LIMITED,Health Care Equipment & Services,FCG.AX,Equity,False
FHS,FREEHILL MINING LIMITED.,Materials,FHS.AX,Equity,False
FLN,FREELANCER LIMITED,Commercial & Professional Services,FLN.AX,Equity,False
FRW,FREIGHTWAYS GROUP LIMITED,Transportation,FRW.AX,Equity,False
FDV,FRONTIER DIGITAL VENTURES LIMITED,Media & Entertainment,FDV.AX,Equity,False
FHE,FRONTIER ENERGY LIMITED,Materials,FHE.AX,Equity,False
FSA,FSA GROUP LIMITED,Financial Services,FSA.AX,Equity,False
FUL,FULCRUM LITHIUM LTD,Materials,FUL.AX,Equity,False
FBM,FUTURE BATTERY MINERALS LIMITED,Materials,FBM.AX,Equity,False
FGX,FUTURE GENERATION AUSTRALIA LIMITED,Not Applic,FGX.AX,Equity,False
FGG,FUTURE GENERATION GLOBAL LIMITED,Not Applic,FGG.AX,Equity,False
FME,FUTURE METALS NL,Energy,FME.AX,Equity,False
G11,G11 RESOURCES LIMITED,Materials,G11.AX,Equity,False
G50,G50 CORP LIMITED,Materials,G50.AX,Equity,False
GEM,G8 EDUCATION LIMITED,Consumer Services,GEM.AX,Equity,False
GLN,GALAN LITHIUM LIMITED,Materials,GLN.AX,Equity,False
GAP,GALE PACIFIC LIMITED,Consumer Durables & Apparel,GAP.AX,Equity,False
GLL,GALILEE ENERGY LIMITED,Energy,GLL.AX,Equity,False
GAL,GALILEO MINING LTD,Materials,GAL.AX,Equity,False
GDF,GARDA PROPERTY GROUP,Equity Real Estate Investment Trusts (REITs),GDF.AX,Equity,False
GML,GATEWAY MINING LIMITED,Materials,GML.AX,Equity,False
GTH,GATHID LTD,Software & Services,GTH.AX,Equity,False
GBZ,GBM RESOURCES LIMITED,Materials,GBZ.AX,Equity,False
GDI,GDI PROPERTY GROUP,Equity Real Estate Investment Trusts (REITs),GDI.AX,Equity,False
GLF,GEMLIFE COMMUNITIES GROUP,Real Estate Management & Development,GLF.AX,Equity,False
GDG,GENERATION DEVELOPMENT GROUP LIMITED,Insurance,GDG.AX,Equity,False
GNE,GENESIS ENERGY LIMITED,Utilities,GNE.AX,Equity,False
GMD,GENESIS MINERALS LIMITED,Materials,GMD.AX,Equity,False
GES,GENESIS RESOURCES LIMITED,Materials,GES.AX,Equity,False
GSS,GENETIC SIGNATURES LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",GSS.AX,Equity,False
GTG,GENETIC TECHNOLOGIES LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",GTG.AX,Equity,False
GEN,GENMIN LIMITED,Materials,GEN.AX,Equity,False
GTK,GENTRACK GROUP LIMITED,Software & Services,GTK.AX,Equity,False
GNP,GENUSPLUS GROUP LTD,Capital Goods,GNP.AX,Equity,False
GPR,GEOPACIFIC RESOURCES LTD,Materials,GPR.AX,Equity,False
GIB,GIBB RIVER DIAMONDS LIMITED,Materials,GIB.AX,Equity,False
GLA,GLADIATOR RESOURCES LIMITED,Materials,GLA.AX,Equity,False
GC1,GLENNON SMALL COMPANIES LIMITED,Not Applic,GC1.AX,Equity,False
GLE,GLG CORP LTD,Consumer Durables & Apparel,GLE.AX,Equity,False
GLH,GLOBAL HEALTH LIMITED,Health Care Equipment & Services,GLH.AX,Equity,False
GL1,GLOBAL LITHIUM RESOURCES LIMITED,Materials,GL1.AX,Equity,False
GFL,GLOBAL MASTERS FUND LIMITED,Not Applic,GFL.AX,Fund,False
GUE,GLOBAL URANIUM AND ENRICHMENT LTD,Materials,GUE.AX,Equity,False
GLB,GLOBE INTERNATIONAL LIMITED,Consumer Durables & Apparel,GLB.AX,Equity,False
GBE,GLOBE METALS & MINING LIMITED,Materials,GBE.AX,Equity,False
GRL,GODOLPHIN RESOURCES LIMITED,Materials,GRL.AX,Equity,False
GHY,GOLD HYDROGEN LIMITED,Energy,GHY.AX,Equity,False
GMN,GOLD MOUNTAIN LIMITED,Materials,GMN.AX,Equity,False
GA8,GOLDARC RESOURCES LIMITED,Materials,GA8.AX,Equity,False
GCR,GOLDEN CROSS RESOURCES LTD,Materials,GCR.AX,Equity,False
GED,GOLDEN DEEPS LIMITED.,Materials,GED.AX,Equity,False
GDR,GOLDEN DRAGON MINING LTD,Materials,GDR.AX,Equity,False
GGR,GOLDEN GLOBE RESOURCES LTD.,Materials,GGR.AX,Equity,False
GHM,GOLDEN HORSE MINERALS LIMITED,Materials,GHM.AX,Equity,False
G88,GOLDEN MILE RESOURCES LTD,Materials,G88.AX,Equity,False
GSM,GOLDEN STATE MINING LIMITED,Materials,GSM.AX,Equity,False
GMG,GOODMAN GROUP,Equity Real Estate Investment Trusts (REITs),GMG.AX,Equity,False
GG8,GORILLA GOLD MINES LTD,Materials,GG8.AX,Equity,False
GOW,GOWING BROS LIMITED,Financial Services,GOW.AX,Equity,False
GPT,GPT GROUP,Equity Real Estate Investment Trusts (REITs),GPT.AX,Equity,False
GQG,GQG PARTNERS INC.,Financial Services,GQG.AX,Equity,False
GNG,GR ENGINEERING SERVICES LIMITED,Materials,GNG.AX,Equity,False
GNC,GRAINCORP LIMITED,Consumer Staples Distribution & Retail,GNC.AX,Equity,False
GGE,GRAND GULF ENERGY LIMITED,Energy,GGE.AX,Equity,False
GRR,GRANGE RESOURCES LIMITED.,Materials,GRR.AX,Equity,False
GTI,GRATIFII LIMITED,Software & Services,GTI.AX,Equity,False
GBR,GREAT BOULDER RESOURCES LIMITED,Materials,GBR.AX,Equity,False
GR8,GREAT DIRT RESOURCES LTD,Materials,GR8.AX,Equity,False
GDM,GREAT DIVIDE MINING LTD,Materials,GDM.AX,Equity,False
GNM,GREAT NORTHERN MINERALS LIMITED,Materials,GNM.AX,Equity,False
GSN,GREAT SOUTHERN MINING LIMITED,Materials,GSN.AX,Equity,False
GTE,GREAT WESTERN EXPLORATION LIMITED.,Materials,GTE.AX,Equity,False
GGP,GREATLAND RESOURCES LIMITED,Materials,GGP.AX,Equity,False
GG1,GREEN & GOLD MINERALS LIMITED,Materials,GG1.AX,Equity,False
GCM,GREEN CRITICAL MINERALS LIMITED,Materials,GCM.AX,Equity,False
GT1,GREEN TECHNOLOGY METALS LIMITED,Materials,GT1.AX,Equity,False
GT3,GREEN360 TECHNOLOGIES LIMITED,Materials,GT3.AX,Equity,False
H2G,GREENHY2 LIMITED,Commercial & Professional Services,H2G.AX,Equity,False
GRE,GREENTECH METALS LIMITED,Materials,GRE.AX,Equity,False
GRV,GREENVALE ENERGY LTD,Energy,GRV.AX,Equity,False
GW1,GREENWING RESOURCES LTD,Materials,GW1.AX,Equity,False
GRX,GREENX METALS LIMITED,Materials,GRX.AX,Equity,False
G6M,GROUP 6 METALS LIMITED,Materials,G6M.AX,Equity,False
G1C,GROUP ONE CAPITAL LIMITED,Real Estate Management & Development,G1C.AX,Equity,False
GOZ,GROWTHPOINT PROPERTIES AUSTRALIA,Equity Real Estate Investment Trusts (REITs),GOZ.AX,Equity,False
GCI,GRYPHON CAPITAL INCOME TRUST,Not Applic,GCI.AX,Trust,False
GTN,GTN LIMITED,Media & Entertainment,GTN.AX,Equity,False
GUL,GULLEWA LIMITED,Materials,GUL.AX,Equity,False
GUM,GUMTREE AUSTRALIA MARKETS LIMITED,Media & Entertainment,GUM.AX,Equity,False
GYG,GUZMAN Y GOMEZ LIMITED,Consumer Services,GYG.AX,Equity,False
GWA,GWA GROUP LIMITED.,Capital Goods,GWA.AX,Equity,False
GWR,GWR GROUP LIMITED,Materials,GWR.AX,Equity,False
HCF,H&G HIGH CONVICTION LIMITED,Not Applic,HCF.AX,Equity,False
HAL,HALO TECHNOLOGIES HOLDINGS LTD,Financial Services,HAL.AX,Equity,False
HMG,HAMELIN GOLD LIMITED,Materials,HMG.AX,Equity,False
HMX,HAMMER METALS LIMITED,Materials,HMX.AX,Equity,False
HNG,HANCOCK & GORE LTD,Capital Goods,HNG.AX,Equity,False
HSN,HANSEN TECHNOLOGIES LIMITED,Software & Services,HSN.AX,Equity,False
HAR,HARANGA RESOURCES LIMITED.,Materials,HAR.AX,Equity,False
HMY,HARMONEY CORP LIMITED,Financial Services,HMY.AX,Equity,False
HT8,HARRIS TECHNOLOGY GROUP LIMITED,Transportation,HT8.AX,Equity,False
HHR,HARTSHEAD RESOURCES NL,Energy,HHR.AX,Equity,False
HTG,HARVEST TECHNOLOGY GROUP LTD,Technology Hardware & Equipment,HTG.AX,Equity,False
HVN,HARVEY NORMAN HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,HVN.AX,Equity,False
HAS,HASTINGS TECHNOLOGY METALS LTD,Materials,HAS.AX,Equity,False
HAV,HAVILAH RESOURCES LIMITED,Materials,HAV.AX,Equity,False
HWK,HAWK RESOURCES LIMITED.,Materials,HWK.AX,Equity,False
HIO,HAWSONS IRON LTD,Materials,HIO.AX,Equity,False
HAW,HAWTHORN RESOURCES LIMITED,Materials,HAW.AX,Equity,False
HZR,HAZER GROUP LIMITED,Materials,HZR.AX,Equity,False
HLS,HEALIUS LIMITED,Health Care Equipment & Services,HLS.AX,Equity,False
HCW,HEALTHCO HEALTHCARE AND WELLNESS REIT,Equity Real Estate Investment Trusts (REITs),HCW.AX,Equity,False
HGH,HEARTLAND GROUP HOLDINGS LIMITED,Banks,HGH.AX,Equity,False
HM1,HEARTS AND MINDS INVESTMENTS LIMITED,Not Applic,HM1.AX,Equity,False
HVY,HEAVY MINERALS LIMITED,Materials,HVY.AX,Equity,False
HRE,HEAVY RARE EARTHS LIMITED,Materials,HRE.AX,Equity,False
HLI,HELIA GROUP LIMITED,Financial Services,HLI.AX,Equity,False
HE8,HELIOS ENERGY LTD,Energy,HE8.AX,Equity,False
HLX,HELIX RESOURCES LIMITED,Materials,HLX.AX,Equity,False
HLO,HELLOWORLD TRAVEL LIMITED,Consumer Services,HLO.AX,Equity,False
HMD,HERAMED LIMITED,Health Care Equipment & Services,HMD.AX,Equity,False
HXL,HEXIMA LIMITED.,"Pharmaceuticals, Biotechnology & Life Sciences",HXL.AX,Equity,False
HPR,HIGH PEAK ROYALTIES LIMITED,Energy,HPR.AX,Equity,False
HTM,HIGH-TECH METALS LTD,Materials,HTM.AX,Equity,False
HCL,HIGHCOM LIMITED,Capital Goods,HCL.AX,Equity,False
HFR,HIGHFIELD RESOURCES LIMITED,Materials,HFR.AX,Equity,False
HGO,HILLGROVE RESOURCES LIMITED,Materials,HGO.AX,Equity,False
HPG,HIPAGES GROUP HOLDINGS LTD,Media & Entertainment,HPG.AX,Equity,False
HMI,HIREMII LIMITED,Commercial & Professional Services,HMI.AX,Equity,False
HIT,HITECH GROUP AUSTRALIA LIMITED,Commercial & Professional Services,HIT.AX,Equity,False
HIQ,HITIQ LIMITED,Health Care Equipment & Services,HIQ.AX,Equity,False
HMC,HMC CAPITAL LIMITED,Financial Services,HMC.AX,Equity,False
HCT,HOLISTA COLLTECH LIMITED,Household & Personal Products,HCT.AX,Equity,False
HDN,HOMECO DAILY NEEDS REIT,Equity Real Estate Investment Trusts (REITs),HDN.AX,Equity,False
HRN,HORIZON GOLD LIMITED,Materials,HRN.AX,Equity,False
HRZ,HORIZON MINERALS LIMITED,Materials,HRZ.AX,Equity,False
HZN,HORIZON OIL LIMITED,Energy,HZN.AX,Equity,False
HOR,HORSESHOE METALS LIMITED,Materials,HOR.AX,Equity,False
HCH,HOT CHILI LIMITED,Materials,HCH.AX,Equity,False
HUB,HUB24 LIMITED,Financial Services,HUB.AX,Equity,False
HFY,HUBIFY LIMITED,Telecommunication Services,HFY.AX,Equity,False
HUM,HUMM GROUP LIMITED,Financial Services,HUM.AX,Equity,False
HYD,HYDRIX LIMITED,Technology Hardware & Equipment,HYD.AX,Equity,False
HCD,HYDROCARBON DYNAMICS LIMITED,Energy,HCD.AX,Equity,False
HYT,HYTERRA LTD,Energy,HYT.AX,Equity,False
IS3,I SYNERGY GROUP LIMITED,Software & Services,IS3.AX,Equity,False
IF1,"IBERDROLA FINANZAS, S.A.U.",Not Applic,IF1.AX,Equity,False
ICI,ICANDY INTERACTIVE LIMITED,Media & Entertainment,ICI.AX,Equity,False
ICL,ICENI GOLD LIMITED,Materials,ICL.AX,Equity,False
ICE,ICETANA LIMITED,Software & Services,ICE.AX,Equity,False
ICN,ICON ENERGY LIMITED,Energy,ICN.AX,Equity,False
ID8,IDENTITII LIMITED,Software & Services,ID8.AX,Equity,False
IEL,IDP EDUCATION LIMITED,Consumer Services,IEL.AX,Equity,False
IDT,IDT AUSTRALIA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",IDT.AX,Equity,False
IGN,IGNITE LIMITED,Commercial & Professional Services,IGN.AX,Equity,False
IGO,IGO LIMITED,Materials,IGO.AX,Equity,False
IKE,IKEGPS GROUP LIMITED,Technology Hardware & Equipment,IKE.AX,Equity,False
ILT,ILTANI RESOURCES LIMITED.,Materials,ILT.AX,Equity,False
ILU,ILUKA RESOURCES LIMITED,Materials,ILU.AX,Equity,False
IMA,IMAGE RESOURCES NL,Materials,IMA.AX,Equity,False
IBX,IMAGION BIOSYSTEMS LIMITED,Health Care Equipment & Services,IBX.AX,Equity,False
IMD,IMDEX LIMITED,Materials,IMD.AX,Equity,False
IME,IMEXHS LIMITED,Health Care Equipment & Services,IME.AX,Equity,False
IMC,IMMURON LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",IMC.AX,Equity,False
IMM,IMMUTEP LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",IMM.AX,Equity,False
IPT,IMPACT MINERALS LIMITED,Materials,IPT.AX,Equity,False
IPD,IMPEDIMED LIMITED,Health Care Equipment & Services,IPD.AX,Equity,False
IPC,IMPERIAL PACIFIC LIMITED,Financial Services,IPC.AX,Equity,False
IMR,IMRICOR MEDICAL SYSTEMS INC.,Health Care Equipment & Services,IMR.AX,Equity,False
IMU,IMUGENE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",IMU.AX,Equity,False
IAM,INCOME ASSET MANAGEMENT GROUP LIMITED.,Financial Services,IAM.AX,Equity,False
IDA,INDIANA RESOURCES LIMITED,Materials,IDA.AX,Equity,False
IBK,INDUSTRIAL BANK OF KOREA.,Not Applic,IBK.AX,Equity,False
IND,INDUSTRIAL MINERALS LTD,Materials,IND.AX,Equity,False
I88,INFINI RESOURCES LIMITED,Materials,I88.AX,Equity,False
INF,INFINITY METALS LIMITED,Materials,INF.AX,Equity,False
IMI,INFINITY MINING LIMITED,Materials,IMI.AX,Equity,False
IFG,INFOCUS GROUP HOLDINGS LIMITED,Software & Services,IFG.AX,Equity,False
IFM,INFOMEDIA LTD,Software & Services,IFM.AX,Equity,False
IFN,INFRAGREEN GROUP LIMITED,Commercial & Professional Services,IFN.AX,Equity,False
IFT,INFRATIL LIMITED.,Capital Goods,IFT.AX,Equity,False
INA,INGENIA COMMUNITIES GROUP,Equity Real Estate Investment Trusts (REITs),INA.AX,Equity,False
ING,INGHAMS GROUP LIMITED,"Food, Beverage & Tobacco",ING.AX,Equity,False
IRX,INHALERX LIMITED,Health Care Equipment & Services,IRX.AX,Equity,False
IIQ,INOVIQ LTD,Health Care Equipment & Services,IIQ.AX,Equity,False
IFL,INSIGNIA FINANCIAL LTD,Financial Services,IFL.AX,Equity,False
IAG,INSURANCE AUSTRALIA GROUP LIMITED,Insurance,IAG.AX,Equity,False
IDX,INTEGRAL DIAGNOSTICS LIMITED,Health Care Equipment & Services,IDX.AX,Equity,False
IRI,INTEGRATED RESEARCH LIMITED,Software & Services,IRI.AX,Equity,False
ICR,INTELICARE HOLDINGS LIMITED,Health Care Equipment & Services,ICR.AX,Equity,False
IMB,INTELLIGENT MONITORING GROUP LIMITED,Commercial & Professional Services,IMB.AX,Equity,False
IEQ,INTERNATIONAL EQUITIES CORPORATION LIMITED.,Real Estate Management & Development,IEQ.AX,Equity,False
IFX,INTERNATIONAL FINANCE CORPORATION,Not Applic,IFX.AX,Equity,False
IG6,INTERNATIONAL GRAPHITE LIMITED,Capital Goods,IG6.AX,Equity,False
IVG,INVERT GRAPHITE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",IVG.AX,Equity,False
IVR,INVESTIGATOR RESOURCES LTD,Materials,IVR.AX,Equity,False
ICU,INVESTOR CENTRE LIMITED,Financial Services,ICU.AX,Equity,False
INV,INVESTSMART GROUP LIMITED,Financial Services,INV.AX,Equity,False
IXC,INVEX THERAPEUTICS LTD,"Pharmaceuticals, Biotechnology & Life Sciences",IXC.AX,Equity,False
IVZ,INVICTUS ENERGY LTD,Energy,IVZ.AX,Equity,False
IVX,INVION LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",IVX.AX,Equity,False
IOD,IODM LIMITED,Software & Services,IOD.AX,Equity,False
ION,IONDRIVE LIMITED,Materials,ION.AX,Equity,False
INR,IONEER LTD,Materials,INR.AX,Equity,False
IXR,IONIC RARE EARTHS LIMITED,Materials,IXR.AX,Equity,False
IPB,IPB PETROLEUM LIMITED,Energy,IPB.AX,Equity,False
IPG,IPD GROUP LTD,Capital Goods,IPG.AX,Equity,False
IPX,IPERIONX LIMITED,Materials,IPX.AX,Equity,False
IPH,IPH LIMITED,Commercial & Professional Services,IPH.AX,Equity,False
IRE,IRESS LIMITED,Software & Services,IRE.AX,Equity,False
IR1,IRIS METALS LIMITED,Materials,IR1.AX,Equity,False
IRD,IRON ROAD LIMITED,Materials,IRD.AX,Equity,False
IBC,IRONBARK CAPITAL LIMITED,Not Applic,IBC.AX,Equity,False
ILA,ISLAND PHARMACEUTICALS LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",ILA.AX,Equity,False
ITM,ITECH MINERALS LTD,Materials,ITM.AX,Equity,False
IGL,IVE GROUP LIMITED,Media & Entertainment,IGL.AX,Equity,False
JGH,JADE GAS HOLDINGS LIMITED,Materials,JGH.AX,Equity,False
JBY,JAMES BAY MINERALS LIMITED,Materials,JBY.AX,Equity,False
JHX,JAMES HARDIE INDUSTRIES PLC,Materials,JHX.AX,Equity,False
JAL,JAMESON RESOURCES LIMITED,Materials,JAL.AX,Equity,False
JAN,JANISON EDUCATION GROUP LIMITED,Software & Services,JAN.AX,Equity,False
JNS,JANUS ELECTRIC HOLDINGS LIMITED,Utilities,JNS.AX,Equity,False
JAT,JATCORP LIMITED,Consumer Discretionary Distribution & Retail,JAT.AX,Equity,False
JAV,JAVELIN MINERALS LIMITED,Materials,JAV.AX,Equity,False
JAY,JAYRIDE GROUP LIMITED,Transportation,JAY.AX,Equity,False
JBH,JB HI-FI LIMITED,Consumer Discretionary Distribution & Retail,JBH.AX,Equity,False
JCS,JCURVE SOLUTIONS LTD,Software & Services,JCS.AX,Equity,False
JLL,JINDALEE LITHIUM LIMITED,Materials,JLL.AX,Equity,False
JLG,JOHNS LYNG GROUP LIMITED,Capital Goods,JLG.AX,Equity,False
JYC,JOYCE CORPORATION LTD,Consumer Discretionary Distribution & Retail,JYC.AX,Equity,False
JDO,JUDO CAPITAL HOLDINGS LIMITED,Banks,JDO.AX,Equity,False
JIN,JUMBO INTERACTIVE LIMITED,Consumer Services,JIN.AX,Equity,False
JNO,JUNO MINERALS LIMITED,Materials,JNO.AX,Equity,False
JPR,JUPITER ENERGY LIMITED,Energy,JPR.AX,Equity,False
JMS,JUPITER MINES LIMITED.,Materials,JMS.AX,Equity,False
KSC,K & S CORPORATION LIMITED,Transportation,KSC.AX,Equity,False
KAM,K2 ASSET MANAGEMENT HOLDINGS LTD,Financial Services,KAM.AX,Equity,False
KLR,KAILI RESOURCES LIMITED,Energy,KLR.AX,Equity,False
KAI,KAIROS MINERALS LIMITED,Materials,KAI.AX,Equity,False
KAU,KAISER REEF LIMITED,Materials,KAU.AX,Equity,False
KZR,KALAMAZOO RESOURCES LIMITED,Materials,KZR.AX,Equity,False
KAL,KALGOORLIE GOLD MINING LIMITED,Materials,KAL.AX,Equity,False
KM1,KALI METALS LIMITED,Materials,KM1.AX,Equity,False
KPO,KALINA POWER LIMITED,Utilities,KPO.AX,Equity,False
KAR,KAROON ENERGY LTD,Energy,KAR.AX,Equity,False
KAT,KATANA CAPITAL LIMITED,Not Applic,KAT.AX,Equity,False
KPG,KELLY PARTNERS GROUP HOLDINGS LIMITED,Commercial & Professional Services,KPG.AX,Equity,False
KLS,KELSIAN GROUP LIMITED,Transportation,KLS.AX,Equity,False
KEY,KEY PETROLEUM LIMITED,Energy,KEY.AX,Equity,False
KBC,KEYBRIDGE CAPITAL LIMITED,Financial Services,KBC.AX,Equity,False
KFW,KFW,Not Applic,KFW.AX,Equity,False
KGL,KGL RESOURCES LIMITED,Materials,KGL.AX,Equity,False
KLI,KILLI RESOURCES LIMITED,Materials,KLI.AX,Equity,False
KSL,KINA SECURITIES LIMITED,Banks,KSL.AX,Equity,False
KYP,KINATICO LTD,Software & Services,KYP.AX,Equity,False
KCC,KINCORA COPPER LIMITED,Materials,KCC.AX,Equity,False
KKO,KINETIKO ENERGY LTD,Energy,KKO.AX,Equity,False
KRR,KING RIVER RESOURCES LIMITED,Materials,KRR.AX,Equity,False
KFM,KINGFISHER MINING LTD,Materials,KFM.AX,Equity,False
KIG,KINGFISHER TRUST 2016-1,Not Applic,KIG.AX,Trust,False
KI1,KINGFISHER TRUST 2019-1,Not Applic,KI1.AX,Trust,False
KCN,KINGSGATE CONSOLIDATED LIMITED.,Materials,KCN.AX,Equity,False
KNG,KINGSLAND MINERALS LTD,Materials,KNG.AX,Equity,False
KRM,KINGSROSE MINING LIMITED,Materials,KRM.AX,Equity,False
KSN,KINGSTON RESOURCES LIMITED,Materials,KSN.AX,Equity,False
KME,KIP MCGRATH EDUCATION CENTRES LIMITED,Consumer Services,KME.AX,Equity,False
KKC,KKR CREDIT INCOME FUND,Not Applic,KKC.AX,Fund,False
KMD,KMD BRANDS LIMITED,Consumer Discretionary Distribution & Retail,KMD.AX,Equity,False
KNM,KNEOMEDIA LIMITED,Media & Entertainment,KNM.AX,Equity,False
KNO,KNOSYS LIMITED,Software & Services,KNO.AX,Equity,False
